Latitude,Longitude,Address,Qualifying Rules,Evidence,Confidence,Nearest Pharmacy (km),Nearest Pharmacy Name,POI Name,POI Type,Warnings,Region,Date Scanned
-27.6188,153.0461,"4, Lange Court, Calamvale, Brisbane, Queensland, 4116, Australia",Item 136,"Medical centre 'Calamvale Medical Centre' — 10 GPs (8.0 est. FTE), open 70hrs/wk (meets 70hr requirement) — nearest pharmacy 692 m [source: manual_research]. Note: Pharmacy must be located INSIDE the complex, not just nearby. This distance-based check cannot verify physical containment.",95%,0.69,Unknown Pharmacy,Calamvale Medical Centre,medical_centre,,QLD,2026-02-14T22:02:22.541516
-23.8499,151.2665,"Young Street, Gladstone Ports - Port Central, Barney Point, Gladstone, Gladstone Regional, Queensland, 4680, Australia",Item 136,"Medical centre 'Gladstone Medical Centre' — 8 GPs (6.4 est. FTE), open 70hrs/wk (meets 70hr requirement) — nearest pharmacy 459 m [source: manual_research]. Note: Pharmacy must be located INSIDE the complex, not just nearby. This distance-based check cannot verify physical containment.",95%,0.46,Gladstone Family Chemist,Gladstone Medical Centre,medical_centre,,QLD,2026-02-14T22:02:22.542517
-23.5272,148.1565,"Sullivan Street, Emerald, Central Highlands Regional, Queensland, 4720, Australia",Item 136,"Medical centre 'Emerald Medical Centre' — 8 GPs (4.8 est. FTE), open 70hrs/wk (meets 70hr requirement) — nearest pharmacy 683 m [source: manual_research]. Note: Pharmacy must be located INSIDE the complex, not just nearby. This distance-based check cannot verify physical containment.",95%,0.68,Direct Chemist Outlet Central Highlands,Emerald Medical Centre,medical_centre,,QLD,2026-02-14T22:02:22.543518
-22.9109285,139.9104724,"5-Star Supermarket, Herbert Street, Boulia, Boulia Shire, Queensland, 4829, Australia","Item 131, Item 134A","Near '5-Star Supermarket' (supermarket); straight-line 246.64 km, est. route 320.64 km from nearest pharmacy. ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance. | Very remote -- '5-Star Supermarket' (supermarket) is 246.64 km from nearest pharmacy (threshold 90 km). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",90%,246.64,Mount Isa Pharmacy First,5-Star Supermarket,supermarket,Pharmacy must NOT be directly accessible from supermarket,QLD,2026-02-14T22:02:22.544515
-27.9942588,143.822848,"Fergie's Roadhouse and General Store, Frew Street, Thargomindah, Bulloo Shire, Queensland, Australia","Item 131, Item 134A","Near 'Fergie's Roadhouse and General Store' (supermarket); straight-line 159.76 km, est. route 207.69 km from nearest pharmacy. ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance. | Very remote -- 'Fergie's Roadhouse and General Store' (supermarket) is 159.76 km from nearest pharmacy (threshold 90 km). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",90%,159.76,Quilpie Pharmacy,Fergie's Roadhouse and General Store,supermarket,Pharmacy must NOT be directly accessible from supermarket,QLD,2026-02-14T22:02:22.546518
-24.2587959,144.4418647,"Andos Food Barn, Saint Mary Street, Isisford, Longreach Regional, Queensland, Australia","Item 131, Item 134A","Near 'Andos Food Barn' (supermarket); straight-line 92.92 km, est. route 120.80 km from nearest pharmacy. ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance. | Very remote -- 'Andos Food Barn' (supermarket) is 92.92 km from nearest pharmacy (threshold 90 km). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",90%,92.92,Guardian,Andos Food Barn,supermarket,Pharmacy must NOT be directly accessible from supermarket,QLD,2026-02-14T22:02:22.547517
-18.290604,143.5493405,"Georgetown LPO, St. George Street, Georgetown, Etheridge Shire, Queensland, Australia","Item 131, Item 134A","Near 'Georgetown LPO' (supermarket); straight-line 208.54 km, est. route 271.10 km from nearest pharmacy. ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance. | Very remote -- 'Georgetown LPO' (supermarket) is 208.54 km from nearest pharmacy (threshold 90 km). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",90%,208.54,Dimbulah Chemist,Georgetown LPO,supermarket,Pharmacy must NOT be directly accessible from supermarket,QLD,2026-02-14T22:02:22.548517
-13.9443174,143.2002726,"Armbrust's General Store, Regent Street, Coen, Cook Shire, Queensland, Australia","Item 131, Item 134A","Near 'Armbrust's General Store' (supermarket); straight-line 204.88 km, est. route 266.34 km from nearest pharmacy. ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance. | Very remote -- 'Armbrust's General Store' (supermarket) is 204.88 km from nearest pharmacy (threshold 90 km). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",90%,204.88,Cape York Guardian Pharmacy,Armbrust's General Store,supermarket,Pharmacy must NOT be directly accessible from supermarket,QLD,2026-02-14T22:02:22.549520
-25.4221885,142.6546478,"Windorah Outback Shop, Albert Street, Windorah, Barcoo Shire, Queensland, 4481, Australia","Item 131, Item 134A","Near 'Windorah Outback Shop' (supermarket); straight-line 208.85 km, est. route 271.50 km from nearest pharmacy. ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance. | Very remote -- 'Windorah Outback Shop' (supermarket) is 208.85 km from nearest pharmacy (threshold 90 km). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",90%,208.85,Quilpie Pharmacy,Windorah Outback Shop,supermarket,Pharmacy must NOT be directly accessible from supermarket,QLD,2026-02-14T22:02:22.551519
-24.8834195,146.2534325,"Foodworks Local, Arthur Street, Tambo, Blackall Tambo Regional, Queensland, 4478, Australia","Item 131, Item 133, Item 134A","Near 'Foodworks Local' (supermarket); straight-line 94.73 km, est. route 123.15 km from nearest pharmacy. ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance. | Supermarket 'Foodworks Local' (est. GLA 1,000 sqm, brand: foodworks) with no adjacent pharmacy (nearest 94.73 km) ⚠️ Foodworks GLA varies widely (500-1,500 sqm), requires verification. ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance. | Very remote -- 'Foodworks Local' (supermarket) is 94.73 km from nearest pharmacy (threshold 90 km). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",90%,94.73,Alliance Outback Chemist,Foodworks Local,supermarket,Pharmacy must NOT be directly accessible from supermarket,QLD,2026-02-14T22:02:22.552517
-19.9179077,138.1219662,,"Item 131, Item 134A","Near 'Camooweal Primary Health Care Clinic' (gp); straight-line 168.68 km, est. route 219.28 km from nearest pharmacy | Very remote -- 'Camooweal Primary Health Care Clinic' (gp) is 168.68 km from nearest pharmacy (threshold 90 km)",90%,168.68,Mount Isa 7 Day Pharmacy West Street,Camooweal Primary Health Care Clinic,gp,,QLD,2026-02-14T22:02:22.553515
-24.8830594,144.0779683,,"Item 131, Item 134A","Near 'Yaraka Primary Health Centre' (gp); straight-line 149.09 km, est. route 193.82 km from nearest pharmacy | Very remote -- 'Yaraka Primary Health Centre' (gp) is 149.09 km from nearest pharmacy (threshold 90 km)",90%,149.09,Alliance Outback Chemist,Yaraka Primary Health Centre,gp,,QLD,2026-02-14T22:02:22.554515
-28.0313969,147.478997,,"Item 131, Item 134A","Near 'Bollon Community Clinic' (gp); straight-line 95.75 km, est. route 124.47 km from nearest pharmacy | Very remote -- 'Bollon Community Clinic' (gp) is 95.75 km from nearest pharmacy (threshold 90 km)",90%,95.75,Dirranbandi Community Pharmacy,Bollon Community Clinic,gp,,QLD,2026-02-14T22:02:22.555515
-18.2921479,143.5471775,,"Item 131, Item 134A","Near 'Georgetown Primary Health Centre' (gp); straight-line 208.82 km, est. route 271.47 km from nearest pharmacy | Very remote -- 'Georgetown Primary Health Centre' (gp) is 208.82 km from nearest pharmacy (threshold 90 km)",90%,208.82,Dimbulah Chemist,Georgetown Primary Health Centre,gp,,QLD,2026-02-14T22:02:22.556515
-18.2112628,142.2401083,,"Item 131, Item 134A","Near 'Croydon Primary Health Care Centre' (gp); straight-line 136.67 km, est. route 177.68 km from nearest pharmacy | Very remote -- 'Croydon Primary Health Care Centre' (gp) is 136.67 km from nearest pharmacy (threshold 90 km)",90%,136.67,Normanton Pharmacy,Croydon Primary Health Care Centre,gp,,QLD,2026-02-14T22:02:22.557518
-18.1474092,144.3169278,,"Item 131, Item 134A","Near 'Mount Surprise Clinic' (gp); straight-line 137.21 km, est. route 178.37 km from nearest pharmacy | Very remote -- 'Mount Surprise Clinic' (gp) is 137.21 km from nearest pharmacy (threshold 90 km)",90%,137.21,Ravenshoe Pharmacy,Mount Surprise Clinic,gp,,QLD,2026-02-14T22:02:22.559515
-27.9704665,144.6348138,,"Item 131, Item 134A","Near 'Royal Flying Doctor Service - Clinic' (gp); straight-line 103.45 km, est. route 134.49 km from nearest pharmacy | Very remote -- 'Royal Flying Doctor Service - Clinic' (gp) is 103.45 km from nearest pharmacy (threshold 90 km)",90%,103.45,Cunnamulla Pharmacy,Royal Flying Doctor Service - Clinic,gp,,QLD,2026-02-14T22:02:22.560518
-19.0022992,144.9833258,,"Item 131, Item 134A","Near 'RFDS Clinic' (gp); straight-line 129.42 km, est. route 168.24 km from nearest pharmacy | Very remote -- 'RFDS Clinic' (gp) is 129.42 km from nearest pharmacy (threshold 90 km)",90%,129.42,TerryWhite Chemmart Ingham,RFDS Clinic,gp,,QLD,2026-02-14T22:02:22.561515
-17.94200375,138.82874765000003,,"Item 131, Item 134A","Near 'Doomadgee Community Health Service' (gp); straight-line 218.67 km, est. route 284.26 km from nearest pharmacy | Near 'Doomadgee Rural Hospital' (hospital); straight-line 218.70 km, est. route 284.31 km from nearest pharmacy | Very remote -- 'Doomadgee Community Health Service' (gp) is 218.67 km from nearest pharmacy (threshold 90 km) | Very remote -- 'Doomadgee Rural Hospital' (hospital) is 218.70 km from nearest pharmacy (threshold 90 km)",90%,218.67,Karumba Pharmacy,Doomadgee Community Health Service,gp,,QLD,2026-02-14T22:02:22.562515
-17.7325558,139.5489923,,"Item 131, Item 134A","Near 'Burketown Primary Health Clinic' (gp); straight-line 139.24 km, est. route 181.02 km from nearest pharmacy | Very remote -- 'Burketown Primary Health Clinic' (gp) is 139.24 km from nearest pharmacy (threshold 90 km)",90%,139.24,Karumba Pharmacy,Burketown Primary Health Clinic,gp,,QLD,2026-02-14T22:02:22.563515
-17.7401551,139.5482266,,"Item 131, Item 134A","Near 'Gidgee Healing - Moungibi Ciinic' (gp); straight-line 139.49 km, est. route 181.33 km from nearest pharmacy | Very remote -- 'Gidgee Healing - Moungibi Ciinic' (gp) is 139.49 km from nearest pharmacy (threshold 90 km)",90%,139.49,Karumba Pharmacy,Gidgee Healing - Moungibi Ciinic,gp,,QLD,2026-02-14T22:02:22.565515
-21.6941701,139.5148346,,"Item 131, Item 134A","Near 'Dajarra Health Centre' (hospital); straight-line 107.58 km, est. route 139.86 km from nearest pharmacy | Very remote -- 'Dajarra Health Centre' (hospital) is 107.58 km from nearest pharmacy (threshold 90 km)",90%,107.58,Mount Isa Pharmacy First,Dajarra Health Centre,hospital,,QLD,2026-02-14T22:02:22.566516
-24.8200724,143.0704149,,"Item 131, Item 134A","Near 'Jundah Primary Health Care Centre' (hospital); straight-line 194.38 km, est. route 252.69 km from nearest pharmacy | Very remote -- 'Jundah Primary Health Care Centre' (hospital) is 194.38 km from nearest pharmacy (threshold 90 km)",90%,194.38,Guardian,Jundah Primary Health Care Centre,hospital,,QLD,2026-02-14T22:02:22.567516
-22.9082636,139.9086721,,"Item 131, Item 134A","Near 'Boulia Health Centre' (hospital); straight-line 246.32 km, est. route 320.22 km from nearest pharmacy | Very remote -- 'Boulia Health Centre' (hospital) is 246.32 km from nearest pharmacy (threshold 90 km)",90%,246.32,Mount Isa Pharmacy First,Boulia Health Centre,hospital,,QLD,2026-02-14T22:02:22.568515
-25.8975765,139.3553854,,"Item 131, Item 134A","Near 'Birdsville Health Clinic' (hospital); straight-line 496.53 km, est. route 645.49 km from nearest pharmacy | Very remote -- 'Birdsville Health Clinic' (hospital) is 496.53 km from nearest pharmacy (threshold 90 km)",90%,496.53,Quilpie Pharmacy,Birdsville Health Clinic,hospital,,QLD,2026-02-14T22:02:22.569514
-27.9975925,143.8207934,,"Item 131, Item 134A","Near 'Thargomindah Community Clinic' (hospital); straight-line 160.17 km, est. route 208.22 km from nearest pharmacy | Very remote -- 'Thargomindah Community Clinic' (hospital) is 160.17 km from nearest pharmacy (threshold 90 km)",90%,160.17,Quilpie Pharmacy,Thargomindah Community Clinic,hospital,,QLD,2026-02-14T22:02:22.570515
-22.5938169,144.5465739,,"Item 131, Item 134A","Near 'Muttaburra Primary Health Centre' (hospital); straight-line 99.11 km, est. route 128.84 km from nearest pharmacy | Very remote -- 'Muttaburra Primary Health Centre' (hospital) is 99.11 km from nearest pharmacy (threshold 90 km)",90%,99.11,Guardian,Muttaburra Primary Health Centre,hospital,,QLD,2026-02-14T22:02:22.572514
-24.2608202,144.4397565,,"Item 131, Item 134A","Near 'Isisford Primary Health Centre' (hospital); straight-line 93.10 km, est. route 121.02 km from nearest pharmacy | Very remote -- 'Isisford Primary Health Centre' (hospital) is 93.10 km from nearest pharmacy (threshold 90 km)",90%,93.10,Guardian,Isisford Primary Health Centre,hospital,,QLD,2026-02-14T22:02:22.573514
-18.589965,143.6050342,,"Item 131, Item 134A","Near 'Forsayth Hospital - Primary Health Centre' (hospital); straight-line 226.03 km, est. route 293.84 km from nearest pharmacy | Very remote -- 'Forsayth Hospital - Primary Health Centre' (hospital) is 226.03 km from nearest pharmacy (threshold 90 km)",90%,226.03,Dimbulah Chemist,Forsayth Hospital - Primary Health Centre,hospital,,QLD,2026-02-14T22:02:22.574056
-16.6647062,139.1804346,,"Item 131, Item 134A","Near 'Mornington Island Hospital' (hospital); straight-line 198.46 km, est. route 257.99 km from nearest pharmacy | Very remote -- 'Mornington Island Hospital' (hospital) is 198.46 km from nearest pharmacy (threshold 90 km)",90%,198.46,Karumba Pharmacy,Mornington Island Hospital,hospital,,QLD,2026-02-14T22:02:22.575053
-19.3827643,146.9283413,,Item 131,Near 'Minimart' (supermarket); route distance 15.64 km from nearest pharmacy (verified via OSRM). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.,85%,15.64,Wulguru Pharmacy,Minimart,supermarket,Pharmacy must NOT be directly accessible from supermarket,QLD,2026-02-14T22:02:22.577053
-27.565993,152.592946,,Item 131,Near 'Marburg Medical' (gp); route distance 11.21 km from nearest pharmacy (verified via OSRM),85%,11.21,Rosewood Pharmacy,Marburg Medical,gp,,QLD,2026-02-14T22:02:22.578052
-28.0373,153.4312,,Item 132,"Major shopping centre 'Pacific Fair' (GLA 132,000 sqm, est. 400 tenants) with no pharmacy within 200 m. Note: Pharmacy must be located INSIDE the complex, not just nearby. This distance-based check cannot verify physical containment.",85%,0.21,Priceline Pharmacy Pacific Fair,Pacific Fair,shopping_centre,,QLD,2026-02-14T22:02:22.579052
-16.9247807,145.7792832,,Item 132,"Major shopping centre 'Madison on Abbott' (GLA 20,000 sqm, est. 100 tenants) with no pharmacy within 200 m. Note: Pharmacy must be located INSIDE the complex, not just nearby. This distance-based check cannot verify physical containment.",85%,0.32,Vitality Pharmacy Warehouse Orchid Plaza,Madison on Abbott,shopping_centre,,QLD,2026-02-14T22:02:22.580053
-27.9254608,153.3054075,,"Item 130, Item 133","Supermarket 'Coles' (est. GLA 3500 sqm, brand: coles) is 1.83 km from nearest pharmacy. ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance. | Supermarket 'Coles' (est. GLA 3,500 sqm, brand: coles) with no adjacent pharmacy (nearest 1.83 km). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",80%,1.83,Pacific Pines Chempro Chemist,Coles,supermarket,Pharmacy must NOT be directly accessible from supermarket,QLD,2026-02-14T22:02:22.581052
-27.1795492,151.2656074,,Item 133,"Supermarket 'Coles' (est. GLA 3,500 sqm, brand: coles) with no adjacent pharmacy (nearest 163 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",75%,0.16,The Dalby & District Friendly Society Dispensary,Coles,supermarket,Pharmacy must NOT be directly accessible from supermarket,QLD,2026-02-14T22:02:22.582052
-27.1534755,152.9736982,,Item 133,"Supermarket 'Coles' (est. GLA 3,500 sqm, brand: coles) with no adjacent pharmacy (nearest 178 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",75%,0.18,TerryWhite Chemmart Burpengary Express,Coles,supermarket,Pharmacy must NOT be directly accessible from supermarket,QLD,2026-02-14T22:02:22.583052
-27.2720245,153.0168739,,Item 133,"Supermarket 'Coles' (est. GLA 3,500 sqm, brand: coles) with no adjacent pharmacy (nearest 109 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",75%,0.11,Terry White Chemmart Murrumba Downs,Coles,supermarket,Pharmacy must NOT be directly accessible from supermarket,QLD,2026-02-14T22:02:22.584052
-27.6103105,152.8966102,,Item 133,"Supermarket 'Woolworths' (est. GLA 3,500 sqm, brand: woolworths) with no adjacent pharmacy (nearest 116 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",75%,0.12,TerryWhite Chemmart Goodna,Woolworths,supermarket,Pharmacy must NOT be directly accessible from supermarket,QLD,2026-02-14T22:02:22.585053
-27.4582303,151.9586328,,Item 133,"Supermarket 'Coles' (est. GLA 3,500 sqm, brand: coles) with no adjacent pharmacy (nearest 125 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",75%,0.13,Highfields Discount Drug Store,Coles,supermarket,Pharmacy must NOT be directly accessible from supermarket,QLD,2026-02-14T22:02:22.586052
-21.1185794,149.15910300000002,,"Item 133, Item 134","Supermarket 'Coles' (est. GLA 3,500 sqm, brand: coles) with no adjacent pharmacy (nearest 315 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance. | Shopping centre 'Mt Pleasant Shopping Centre' (GLA 5,000 sqm, est. 20 tenants) with supermarket but no pharmacy. Large supermarket present but only 20 est. tenants (needs 50+)",75%,0.32,Priceline Pharmacy Mount Pleasant,Coles,supermarket,Pharmacy must NOT be directly accessible from supermarket,QLD,2026-02-14T22:02:22.588052
-20.7252333,139.4950308,,Item 133,"Supermarket 'Coles' (est. GLA 3,500 sqm, brand: coles) with no adjacent pharmacy (nearest 104 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",75%,0.10,Mount Isa Central Amcal Pharmacy,Coles,supermarket,Pharmacy must NOT be directly accessible from supermarket,QLD,2026-02-14T22:02:22.589052
-26.739481,150.62422025,,"Item 133, Item 134","Supermarket 'Woolworths' (est. GLA 3,500 sqm, brand: woolworths) with no adjacent pharmacy (nearest 172 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance. | Shopping centre 'Chinchilla Exchange' (GLA 5,000 sqm, est. 20 tenants) with supermarket but no pharmacy. Large supermarket present but only 20 est. tenants (needs 50+)",75%,0.17,Your Pharmacy Chinchilla,Woolworths,supermarket,Pharmacy must NOT be directly accessible from supermarket,QLD,2026-02-14T22:02:22.590052
-27.466922,153.0474782,,Item 133,"Supermarket 'Coles' (est. GLA 3,500 sqm, brand: coles) with no adjacent pharmacy (nearest 132 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",75%,0.13,Ramsay Pharmacy,Coles,supermarket,Pharmacy must NOT be directly accessible from supermarket,QLD,2026-02-14T22:02:22.591052
-27.487294,153.0354953,,Item 133,"Supermarket 'Coles Local' (est. GLA 3,500 sqm, brand: coles) with no adjacent pharmacy (nearest 328 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",75%,0.33,Chemist Warehouse,Coles Local,supermarket,Pharmacy must NOT be directly accessible from supermarket,QLD,2026-02-14T22:02:22.592052
-27.5420719,151.9254162,,Item 133,"Supermarket 'Coles' (est. GLA 3,500 sqm, brand: coles) with no adjacent pharmacy (nearest 238 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",75%,0.24,TerryWhite Chemmart Wilsonton,Coles,supermarket,Pharmacy must NOT be directly accessible from supermarket,QLD,2026-02-14T22:02:22.593052
-27.8695825,153.3056754,,Item 133,"Supermarket 'Coles' (est. GLA 3,500 sqm, brand: coles) with no adjacent pharmacy (nearest 160 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",75%,0.16,Upper Coomera Chempro Chemist,Coles,supermarket,Pharmacy must NOT be directly accessible from supermarket,QLD,2026-02-14T22:02:22.594052
-23.5754922,148.8898966,,Item 133,"Supermarket 'Woolworths' (est. GLA 3,500 sqm, brand: woolworths) with no adjacent pharmacy (nearest 121 m). ⚠️ SUPERMARKET ACCESS RULE: The proposed pharmacy must NOT be directly accessible by the public from within a supermarket. Ensure separate public entrance.",75%,0.12,LiveLife Pharmacy Blackwater,Woolworths,supermarket,Pharmacy must NOT be directly accessible from supermarket,QLD,2026-02-14T22:02:22.595052
